20120703|299678.00|0|0|1.0000
20120710|286405.97|||0.0000
20120711|286405.97|||0.0000
20120713|286405.97|||0.0000
20120716|286405.97|||0.0000
20120717|286405.97|||0.0000
20120718|286405.97|||0.0000
20120719|286405.97|||0.0000
20120720|286405.97|||0.0000
20120723|286405.97|||0.0000
20120727|286405.97|||0.0000
20120730|286405.97|||0.0000
20120731|286405.97|||0.0000
20120801|286405.97|||0.0000
20120802|286405.97|||0.0000
20120803|286405.97|||0.0000
20120807|286846.32|0|0|1.0000
20120821|291873.36|0|0|1.0000
20120910|297077.40|0|0|1.0000
20120911|296851.01|0|0|1.0000
20120912|297154.43|0|0|1.0000
20120918|282521.41|||0.0000
20120919|282521.41|||0.0000
20120920|282521.41|||0.0000
20120921|282521.41|||0.0000
20120924|282521.41|||0.0000
20120925|282521.41|||0.0000
20120926|282521.41|||0.0000
20120927|282521.41|||0.0000
20120928|282521.41|||0.0000
20121008|282521.41|||0.0000
20121011|282521.41|||0.0000
20121012|282521.41|||0.0000
20121015|282521.41|||0.0000
20121016|282521.41|||0.0000
20121017|282521.41|||0.0000
20121018|282521.41|||0.0000
20121019|282521.41|||0.0000
20121024|282521.41|||0.0000
20121106|282521.41|||0.0000
20121107|282521.41|||0.0000
20121108|282521.41|||0.0000
20121109|282521.41|||0.0000
20121112|282521.41|||0.0000
20121113|282521.41|||0.0000
20121114|282521.41|||0.0000
20121115|282521.41|||0.0000
20121116|282521.41|||0.0000
20121119|282521.41|||0.0000
20121120|282521.41|||0.0000
20121121|282521.41|||0.0000
20121122|282521.41|||0.0000
20121123|282521.41|||0.0000
20121126|282521.41|||0.0000
20121127|282521.41|||0.0000
20121128|282521.41|||0.0000
20121129|282521.41|||0.0000
20121130|282521.41|||0.0000
20121203|282521.41|||0.0000
20121204|282521.41|||0.0000
20121205|282521.41|||0.0000
20121206|282521.41|||0.0000
20121207|282521.41|||0.0000
20121210|282521.41|||0.0000
20121211|282521.41|||0.0000
20121212|282521.41|||0.0000
20121213|282521.41|||0.0000
20121221|282996.82|0|0|1.0000
20121224|284093.40|0|0|1.0000
20121225|292087.59|0|0|1.0000
20121226|293690.35|0|0|1.0000
20121227|289754.87|0|0|1.0000
20121228|293107.85|0|0|1.0000
20121231|295672.58|0|0|1.0000
20130107|297432.50|0|0|1.0000
20130108|303652.43|0|0|1.0000
20130109|304218.78|0|0|1.0000
20130110|306981.82|0|0|1.0000
20130114|315001.00|0|0|1.0000
20130115|322474.94|0|0|1.0000
20130116|320770.09|0|0|1.0000
20130117|318212.81|0|0|1.0000
20130118|326111.10|0|0|1.0000
20130121|328269.70|0|0|1.0000
20130207|333891.60|0|0|1.0000
20130208|334108.23|0|0|1.0000
20130218|339069.08|0|0|1.0000
20130219|332764.04|0|0|1.0000
20130220|345381.41|0|0|1.0000
20130221|340697.58|0|0|1.0000
20130225|347337.96|0|0|1.0000
20130301|359162.75|0|0|1.0000
20130305|360461.99|0|0|1.0000
20130306|366457.61|0|0|1.0000
20130321|358289.16|0|0|1.0000
20130322|357992.30|0|0|1.0000
20130325|357893.07|0|0|1.0000
20130329|351776.76|||0.0000
20130402|351776.76|||0.0000
20130403|351776.76|||0.0000
20130408|351776.76|||0.0000
20130410|351776.76|||0.0000
20130418|351212.76|0|0|1.0000
20130419|358741.82|0|0|1.0000
20130422|368313.84|0|0|1.0000
20130424|371282.61|0|0|1.0000
20130503|377635.82|0|0|1.0000
20130506|385198.24|0|0|1.0000
20130507|384964.28|0|0|1.0000
20130508|394066.76|0|0|1.0000
20130509|398922.12|0|0|1.0000
20130510|397370.00|0|0|1.0000
20130513|400107.21|0|0|1.0000
20130515|407161.11|0|0|1.0000
20130516|405902.85|0|0|1.0000
20130517|411481.40|0|0|1.0000
20130520|422837.90|0|0|1.0000
20130521|431653.76|0|0|1.0000
20130524|431733.76|0|0|1.0000
20130527|438142.44|0|0|1.0000
20130614|429468.49|0|0|1.0000
20130617|431697.18|0|0|1.0000
20130618|431391.26|0|0|1.0000
20130620|405235.53|||0.0000
20130621|405235.53|||0.0000
20130624|405235.53|||0.0000
20130625|405235.53|||0.0000
20130626|405235.53|||0.0000
20130627|405235.53|||0.0000
20130628|405235.53|||0.0000
20130703|407746.94|0|0|1.0000
20130704|401594.24|0|0|1.0000
20130712|404690.88|0|0|1.0000
20130715|420657.88|0|0|1.0000
20130716|421996.61|0|0|1.0000
20130717|416935.78|0|0|1.0000
20130718|416377.11|0|0|1.0000
20130722|425899.53|0|0|1.0000
20130723|435056.63|0|0|1.0000
20130724|444178.31|0|0|1.0000
20130801|439309.36|0|0|1.0000
20130802|438843.68|0|0|1.0000
20130805|444002.67|0|0|1.0000
20130806|447305.22|0|0|1.0000
20130822|441900.11|0|0|1.0000
20130823|450273.08|0|0|1.0000
20130826|457043.13|0|0|1.0000
20130827|461684.78|0|0|1.0000
20130905|467776.60|0|0|1.0000
20130906|473490.93|0|0|1.0000
20130909|470969.19|0|0|1.0000
20130918|476035.56|0|0|1.0000
20130923|489485.24|0|0|1.0000
20130924|490338.74|0|0|1.0000
20130925|488359.42|0|0|1.0000
20130930|504917.19|0|0|1.0000
20131008|512205.31|0|0|1.0000
20131009|522600.04|0|0|1.0000
20131021|517114.48|0|0|1.0000
20131028|471099.45|||0.0000
20131029|471099.45|||0.0000
20131030|471099.45|||0.0000
20131031|471099.45|||0.0000
20131101|471099.45|||0.0000
20131104|471099.45|||0.0000
20131105|471099.45|||0.0000
20131106|471099.45|||0.0000
20131107|471099.45|||0.0000
20131108|471099.45|||0.0000
20131111|471099.45|||0.0000
20131112|471099.45|||0.0000
20131113|471099.45|||0.0000
20131114|471099.45|||0.0000
20131115|471099.45|||0.0000
20131118|471099.45|||0.0000
20131119|471099.45|||0.0000
20131127|469838.88|0|0|1.0000
20131128|472374.83|0|0|1.0000
20131129|483025.90|0|0|1.0000
20131217|448057.02|||0.0000
20131218|448057.02|||0.0000
20131219|448057.02|||0.0000
20131220|448057.02|||0.0000
20131223|448057.02|||0.0000
20131224|448057.02|||0.0000
20131225|448057.02|||0.0000
20131226|448057.02|||0.0000
20131227|448057.02|||0.0000
20131230|449880.75|0|0|1.0000
20131231|448665.16|0|0|1.0000
20140102|458460.89|0|0|1.0000
20140103|465264.98|0|0|1.0000
20140107|465071.53|0|0|1.0000
20140108|483163.75|0|0|1.0000
20140109|474664.56|0|0|1.0000
20140114|481755.05|0|0|1.0000
20140115|486696.65|0|0|1.0000
20140122|492328.03|0|0|1.0000
20140123|502543.94|0|0|1.0000
20140124|510401.04|0|0|1.0000
20140127|508081.33|0|0|1.0000
20140128|505910.48|0|0|1.0000
20140129|514549.62|0|0|1.0000
20140130|514361.32|0|0|1.0000
20140207|526952.50|0|0|1.0000
20140210|534062.21|0|0|1.0000
20140217|535846.15|0|0|1.0000
20140227|485007.72|||0.0000
20140228|485007.72|||0.0000
20140305|485007.72|||0.0000
20140306|485007.72|||0.0000
20140307|485007.72|||0.0000
20140310|485007.72|||0.0000
20140311|485007.72|||0.0000
20140312|485007.72|||0.0000
20140313|485007.72|||0.0000
20140314|485007.72|||0.0000
20140317|485007.72|||0.0000
20140318|485007.72|||0.0000
20140319|485007.72|||0.0000
20140320|485007.72|||0.0000
20140321|485007.72|||0.0000
20140324|485007.72|||0.0000
20140325|485007.72|||0.0000
20140326|485007.72|||0.0000
20140327|485007.72|||0.0000
20140328|485007.72|||0.0000
20140331|485007.72|||0.0000
20140401|485007.72|||0.0000
20140402|485007.72|||0.0000
20140403|485007.72|||0.0000
20140404|485007.72|||0.0000
20140408|485007.72|||0.0000
20140411|485007.72|||0.0000
20140414|485007.72|||0.0000
20140415|485007.72|||0.0000
20140416|485007.72|||0.0000
20140417|485007.72|||0.0000
20140418|485007.72|||0.0000
20140421|485007.72|||0.0000
20140422|485007.72|||0.0000
20140423|485007.72|||0.0000
20140424|485007.72|||0.0000
20140425|485007.72|||0.0000
20140428|485007.72|||0.0000
20140429|485007.72|||0.0000
20140430|485007.72|||0.0000
20140507|485007.72|||0.0000
20140508|485007.72|||0.0000
20140509|485007.72|||0.0000
20140512|485007.72|||0.0000
20140513|485007.72|||0.0000
20140514|485007.72|||0.0000
20140515|485007.72|||0.0000
20140516|485007.72|||0.0000
20140519|485007.72|||0.0000
20140520|485007.72|||0.0000
20140521|485007.72|||0.0000
20140522|485007.72|||0.0000
20140523|485007.72|||0.0000
20140528|485250.98|0|0|1.0000
20140605|491227.97|0|0|1.0000
20140611|495537.94|0|0|1.0000
20140613|501092.83|0|0|1.0000
20140616|505754.66|0|0|1.0000
20140626|502374.31|0|0|1.0000
20140627|503294.51|0|0|1.0000
20140630|509048.50|0|0|1.0000
20140701|511591.91|0|0|1.0000
20140702|514560.68|0|0|1.0000
20140714|494340.80|||0.0000
20140715|494340.80|||0.0000
20140716|494340.80|||0.0000
20140718|494340.80|||0.0000
20140721|494340.80|||0.0000
20140722|494340.80|||0.0000
20140723|494340.80|||0.0000
20140724|494340.80|||0.0000
20140725|494340.80|||0.0000
20140728|494340.80|||0.0000
20140729|494340.80|||0.0000
20140730|494340.80|||0.0000
20140731|494340.80|||0.0000
20140801|494340.80|||0.0000
20140804|494340.80|||0.0000
20140805|494340.80|||0.0000
